3027;771
3349;839
5193;909
4750;932
5078;1084
399;1124
3894;1142
2416;1150
5340;1171
4546;1211
795;1239
4935;1258
3638;1290
4087;1309
5540;1312
4698;1327
5367;1336
4621;1351
2561;1386
3449;1397
4454;1408
347;1415
3019;1422
3917;1429
4862;1430
4490;1444
5072;1447
3795;1448
5468;1471
3005;1478
4793;1478
4721;1490
4930;1501
2790;1517
4446;1520
5275;1525
4519;1526
5379;1526
2505;1539
5099;1553
3800;1558
4140;1560
4236;1568
4398;1575
2278;1577
4937;1586
4616;1590
4725;1602
4836;1604
4578;1606
433;1610
4858;1611
2799;1619
4785;1619
4645;1621
4342;1625
4688;1628
4968;1630
4016;1633
5456;1652
3887;1667
4875;1667
5426;1681
4687;1693
2773;1694
4469;1703
4896;1705
5306;1705
4775;1709
4977;1722
4843;1724
1241;1731
4880;1731
3447;1739
1225;1743
1376;1747
354;1749
3880;1752
106;1755
3306;1755
2949;1756
4463;1757
4732;1765
5089;1776
2448;1786
4134;1786
4566;1794
2821;1804
3421;1805
5329;1809
3313;1815
1434;1821
3637;1824
3679;1835
3907;1852
4823;1854
3025;1857
4657;1858
4943;1860
3045;1869
4815;1871
3892;1886
4433;1887
5035;1889
4920;1896
4873;1901
3601;1903
5424;1905
2506;1915
4321;1915
4998;1917
4403;1918
4648;1924
4914;1928
4940;1929
5038;1931
4614;1935
3818;1942
1307;1948
2871;1948
3032;1949
447;1952
4417;1952
5077;1952
4746;1967
4388;1972
5332;1976
380;1984
2251;1986
4853;1987
4739;1992
3472;1996
1404;1999
3017;2001
440;2007
1398;2009
4984;2018
3415;2021
2802;2024
3886;2024
5015;2025
3935;2026
2616;2032
4248;2032
4790;2036
5246;2036
4819;2037
5000;2040
5545;2040
2280;2056
4395;2059
1162;2063
4947;2068
5095;2070
4450;2083
4650;2087
370;2088
5401;2094
3819;2095
4661;2099
3595;2101
1258;2105
4928;2105
3425;2108
3783;2111
4981;2118
43;2127
2777;2128
5085;2130
5505;2135
4353;2136
3076;2143
4542;2151
4263;2165
3785;2166
1093;2171
849;2172
376;2174
3675;2177
4541;2178
4133;2180
442;2183
2735;2184
4895;2189
4889;2195
4489;2197
5531;2200
4925;2205
4813;2207
421;2211
4064;2216
5474;2217
337;2221
3752;2222
4333;2228
5483;2236
4044;2239
4548;2239
4451;2248
5021;2248
2406;2251
4056;2251
5391;2254
4771;2256
4473;2257
3006;2259
5462;2263
1128;2264
1252;2264
4268;2265
3035;2267
4722;2267
1465;2269
4955;2270
3615;2274
4521;2279
4706;2281
4987;2287
5023;2288
340;2293
5448;2295
4912;2303
5079;2306
2519;2308
4767;2310
389;2311
3575;2311
4545;2317
4358;2318
4736;2331
5060;2331
397;2332
4934;2332
3641;2333
2897;2335
4318;2341
4491;2352
5459;2358
2279;2360
5482;2362
4591;2364
5040;2365
4485;2366
2525;2374
4821;2377
5498;2382
1753;2386
2068;2386
4575;2386
4596;2387
4778;2389
5352;2401
428;2407
374;2412
3578;2412
2748;2413
1180;2419
1233;2427
3769;2427
3878;2432
3949;2437
5287;2439
4112;2442
4471;2442
3434;2446
3649;2447
3303;2452
1377;2453
4593;2453
869;2456
5349;2462
5003;2464
5363;2464
4652;2466
4717;2466
4364;2467
3683;2468
5343;2474
3797;2476
810;2477
5402;2477
4400;2481
2319;2482
4532;2484
3392;2488
4997;2491
2928;2494
1419;2496
5453;2497
1314;2508
4864;2514
5327;2515
4742;2520
3958;2521
4723;2521
431;2530
4312;2534
4995;2535
3097;2543
4856;2543
681;2551
825;2551
4192;2554
3817;2555
2816;2559
4383;2560
749;2561
4646;2563
4885;2563
4839;2569
4949;2571
5465;2575
3718;2576
3015;2579
4919;2581
3069;2582
1249;2588
1274;2588
5500;2590
4973;2593
4962;2596
1136;2600
4961;2601
4209;2602
3656;2603
1227;2606
312;2609
4247;2611
365;2615
4341;2618
5061;2620
3037;2621
3582;2623
4301;2623
343;2627
4653;2628
2885;2630
4307;2630
3452;2631
5272;2637
1416;2640
5065;2643
